interval,time
60,1.4539896249771118
60,1.4619371669832617
60,1.4158602920360863
60,1.4473012080416083
60,1.7290294170379639
60,1.650155457900837
60,1.628200458129868
60,1.4309252079110593
60,1.4327563338447362
60,1.5365422500763088
60,1.4357619578950107
60,1.6361460420303047
60,1.6366324999835342
60,1.5325310418847948
60,1.5754921671468765
60,1.7118852080311626
60,1.5735749169252813
60,1.70544937485829
60,1.4315498331561685
60,1.3280307499226183
60,1.4283548328094184
60,1.7315309590194374
60,1.441559957806021
60,1.2820884580723941
60,1.4156295000575483
60,1.4958045000676066
60,1.6488745829556137
60,1.5340759579557925
60,1.4319100000429899
60,1.6288824160583317
