rps,duration,service_name,cpu_lim,mem_lim,50%,90%,99%,cpu_util,mem_free,complete_rate
285,15,fibonacci-python,850m,1500Mi,1515.0,1002058.0,2821118.0,0.016535714285714674,0.9544601559775273,0.97
285,15,fibonacci-python,850m,1700Mi,1532.0,2065.0,1002798.0,0.01649999999999981,0.9545239292290539,0.9602808425275827
285,15,fibonacci-python,850m,1900Mi,1529.0,2339.0,2373339.0,0.01611538461538426,0.9544622110479555,0.9896
285,15,fibonacci-python,900m,100Mi,1547.0,1002427.0,2862837.0,0.015368023809523302,0.954494881799576,0.9417067307692307
285,15,fibonacci-python,900m,300Mi,1557.0,1018588.0,2094427.0,0.01842857142857162,0.954417952851851,0.9763099779160811
285,15,fibonacci-python,900m,500Mi,1546.0,1002094.0,2814527.0,0.015363506227105875,0.9545196878210088,0.9724
285,15,fibonacci-python,900m,700Mi,1528.0,123960.0,2707500.0,0.01675000000000009,0.9544014801236178,0.9543360704986982
285,15,fibonacci-python,900m,900Mi,1536.0,2369.0,2302794.0,0.016821428571428494,0.9544610890467291,0.9893978795759152
285,15,fibonacci-python,900m,1100Mi,1511.0,1001455.0,2779876.0,0.01653571428571457,0.9544209954688131,0.971
285,15,fibonacci-python,900m,1300Mi,1543.0,1001958.0,2814330.0,0.01587499999999987,0.9544624196845471,0.9559735841504903
285,15,fibonacci-python,900m,1500Mi,1514.0,2030.0,1002686.0,0.01764423076923068,0.9544059884126366,0.9914
285,15,fibonacci-python,900m,1700Mi,1533.0,1001792.0,2754845.0,0.015642857142857024,0.9544851541184884,0.9430124848973016
285,15,fibonacci-python,900m,1900Mi,1518.0,1001962.0,2819855.0,0.016758241758242233,0.9543880575464461,0.9804
285,15,fibonacci-python,950m,100Mi,1533.0,6786.0,2410708.0,0.015866646153846333,0.9544742545952107,0.976
285,15,fibonacci-python,950m,300Mi,1532.0,1001820.0,2754424.0,0.01703571428571422,0.9543938512686883,0.9517614091273019
285,15,fibonacci-python,950m,500Mi,1513.0,2123.0,1002790.0,0.015910714285714025,0.9544508151434535,0.9891653290529695
285,15,fibonacci-python,950m,700Mi,1502.0,2139.0,1002738.0,0.016946428571428487,0.9544282389255943,0.9715886354541817
285,15,fibonacci-python,950m,900Mi,1529.0,1001984.0,2798483.0,0.01573214285714296,0.9544673872638407,0.9556
285,15,fibonacci-python,950m,1100Mi,1530.0,1001853.0,2798271.0,0.016626373626373734,0.9544184560427419,0.9872
285,15,fibonacci-python,950m,1300Mi,1515.0,50351.0,2639605.0,0.01676785714285742,0.9544861703525537,0.9598
285,15,fibonacci-python,950m,1500Mi,1511.0,1915.0,4749886.0,0.01497802197802225,0.9544319896029896,0.9409196740395809
285,15,fibonacci-python,950m,1700Mi,1517.0,2179.0,1002975.0,0.015864695970695834,0.9544650615453895,0.9894
285,15,fibonacci-python,950m,1900Mi,1525.0,2953.0,2623578.0,0.01701785714285709,0.9543788978205248,0.9711827096257755
285,15,fibonacci-python,1000m,100Mi,1521.0,24878.0,2830146.0,0.016464285714285556,0.9544380239817447,0.9578
285,15,fibonacci-python,1000m,300Mi,1528.0,1002054.0,2799908.0,0.01642857142857141,0.9543807294759359,0.98
285,15,fibonacci-python,1000m,500Mi,1532.0,17058.0,2539405.0,0.01605906593406578,0.954426004485652,0.9523714228537122
285,15,fibonacci-python,1000m,700Mi,1525.0,1001727.0,2744394.0,0.0168928571428569,0.9544601985741648,0.9815963192638528
285,15,fibonacci-python,1000m,900Mi,1523.0,1001651.0,2746447.0,0.015436813186813551,0.9545035125448054,0.9739761952794028
285,15,fibonacci-python,1000m,1100Mi,1518.0,1001645.0,2699061.0,0.016003870512820338,0.9544579510944353,0.9529905981196239
285,15,fibonacci-python,1000m,1300Mi,1539.0,1001942.0,2770324.0,0.01667857142857128,0.9544884360879848,0.9885977195439087
285,15,fibonacci-python,1000m,1500Mi,1529.0,1001601.0,2761545.0,0.015571428571428621,0.9544500889722052,0.9705764611689351
285,15,fibonacci-python,1000m,1700Mi,1520.0,90133.0,2770231.0,0.016821428571429105,0.9545252882646305,0.9559823929571829
285,15,fibonacci-python,1000m,1900Mi,1518.0,1001774.0,2752703.0,0.01623214285714304,0.9544197784220283,0.9832
379,15,fibonacci-python,50m,100Mi,1393.0,1763.0,66077.0,0.00843073278388292,0.9546433155783014,0.15887346718771056
379,15,fibonacci-python,50m,300Mi,0,0,0,0.009267857142856835,0.9545750533076633,0.0
379,15,fibonacci-python,50m,500Mi,0,0,0,0.007876373626373698,0.9547524304873442,0.0
379,15,fibonacci-python,50m,700Mi,0,0,0,0.008624999999999768,0.9547753284981688,0.0
379,15,fibonacci-python,50m,900Mi,0,0,0,0.008035714285714488,0.9545431380305903,0.0
379,15,fibonacci-python,50m,1100Mi,0,0,0,0.008839285714285794,0.9545631201639379,0.0
379,15,fibonacci-python,50m,1300Mi,0,0,0,0.0072789439153440735,0.9545348015136654,0.0
379,15,fibonacci-python,50m,1500Mi,1297585.0,2784111.0,2784111.0,0.008011904761904505,0.9544596216360342,0.0
379,15,fibonacci-python,50m,1700Mi,0,0,0,0.008803571428571844,0.9547435699520909,0.0
379,15,fibonacci-python,50m,1900Mi,0,0,0,0.008215024908424474,0.9547076385292925,0.0
379,15,fibonacci-python,100m,100Mi,5530475.0,12463931.0,14213812.0,0.008892857142856873,0.9543867315449968,0.0551864406779661
379,15,fibonacci-python,100m,300Mi,4928957.0,12070284.0,13850360.0,0.009732142857143241,0.9542348055664313,0.05922303721814724
379,15,fibonacci-python,100m,500Mi,4215760.0,11023182.0,14378252.0,0.009630494505494866,0.9541817485567318,0.08116839413110782
379,15,fibonacci-python,100m,700Mi,2926315.0,7446605.0,13212755.0,0.009670893040293135,0.9541829634302188,0.040059347181008904
379,15,fibonacci-python,100m,900Mi,2161616.0,6481032.0,11346792.0,0.010244505494505882,0.9541237696069933,0.020048767271742075
379,15,fibonacci-python,100m,1100Mi,5647428.0,7892782.0,10658566.0,0.009535714285714036,0.9538212550973468,0.02931244090233689
379,15,fibonacci-python,100m,1300Mi,2442579.0,6675113.0,8050949.0,0.008803571428571643,0.9540344816940545,0.029193134207325316
379,15,fibonacci-python,100m,1500Mi,2940471.0,6576041.0,9542782.0,0.01033928571428565,0.9540565386386188,0.03485544447446636
379,15,fibonacci-python,100m,1700Mi,3315569.0,11204000.0,13455298.0,0.010117314285713979,0.954109271392282,0.04195519348268839
379,15,fibonacci-python,100m,1900Mi,3791496.0,11120913.0,13196029.0,0.008898351648351519,0.9540831751563706,0.018742360450903165
379,15,fibonacci-python,150m,100Mi,4055976.0,8067198.0,13534947.0,0.010320714285713904,0.9539500997836374,0.06802999318336742
